moves, guesses, result, moves, guesses, result, moves, guesses, result
21, 4, lost, 108, 2, won, 26, 0, won, 
2, 1, lost, 99, 1, won, 27, 0, won, 
18, 3, lost, 141, 3, won, 27, 1, won, 
8, 4, lost, 122, 2, won, 23, 1, won, 
175, 7, lost, 133, 0, won, 31, 1, won, 
8, 7, lost, 2, 1, lost, 32, 3, won, 
171, 4, lost, 112, 5, lost, 41, 0, won, 
2, 1, lost, 123, 3, won, 20, 1, won, 
126, 2, lost, 113, 0, won, 44, 1, won, 
2, 1, lost, 3, 2, lost, 28, 1, won, 
175, 1, lost, 2, 1, lost, 27, 4, won, 
4, 3, lost, 87, 1, lost, 22, 2, won, 
192, 2, lost, 111, 2, won, 33, 3, won, 
51, 1, lost, 127, 3, won, 24, 0, won, 
2, 1, lost, 129, 3, won, 28, 1, won, 
2, 1, lost, 131, 7, won, 34, 0, won, 
206, 2, lost, 137, 0, won, 23, 4, won, 
5, 1, lost, 120, 3, lost, 27, 2, lost, 
7, 4, lost, 23, 1, lost, 27, 0, won, 
2, 1, lost, 5, 4, lost, 19, 1, won, 
2, 1, lost, 103, 2, won, 4, 2, lost, 
10, 3, lost, 107, 0, won, 28, 0, won, 
10, 6, lost, 3, 2, lost, 21, 0, won, 
2, 1, lost, 94, 3, won, 31, 3, won, 
33, 6, lost, 2, 1, lost, 13, 4, lost, 
4, 3, lost, 8, 2, lost, 19, 0, won, 
4, 3, lost, 9, 8, lost, 31, 0, won, 
2, 1, lost, 120, 3, won, 2, 1, lost, 
179, 3, lost, 141, 6, lost, 30, 0, won, 
5, 1, lost, 129, 4, won, 28, 2, won, 
7, 1, lost, 38, 1, lost, 2, 1, lost, 
2, 1, lost, 2, 1, lost, 36, 2, won, 
277, 7, won, 118, 0, won, 21, 2, lost, 
3, 1, lost, 5, 4, lost, 34, 0, won, 
4, 1, lost, 124, 0, won, 31, 2, won, 
6, 1, lost, 129, 2, won, 21, 0, won, 
19, 6, lost, 109, 2, won, 38, 2, won, 
14, 5, lost, 114, 0, won, 2, 1, lost, 
136, 2, lost, 104, 0, won, 35, 2, won, 
189, 3, lost, 45, 3, lost, 35, 3, won, 
24, 7, lost, 150, 5, lost, 25, 1, won, 
210, 6, lost, 2, 1, lost, 36, 0, won, 
2, 1, lost, 111, 0, won, 2, 1, lost, 
100, 4, lost, 119, 4, won, 28, 1, won, 
48, 5, lost, 130, 2, won, 19, 0, won, 
83, 3, lost, 3, 2, lost, 32, 2, won, 
168, 5, lost, 134, 1, won, 28, 1, won, 
7, 1, lost, 118, 0, won, 24, 0, won, 
14, 3, lost, 126, 1, won, 28, 0, won, 
77, 4, lost, 89, 5, lost, 33, 3, won, 
19, 2, lost, 3, 2, lost, 23, 1, won, 
2, 1, lost, 128, 0, won, 28, 0, won, 
5, 2, lost, 43, 4, lost, 29, 0, won, 
257, 8, lost, 133, 3, won, 28, 0, won, 
11, 8, lost, 119, 3, lost, 31, 2, won, 
39, 5, lost, 3, 2, lost, 36, 2, won, 
65, 4, lost, 2, 1, lost, 35, 1, won, 
51, 4, lost, 124, 0, won, 26, 4, won, 
20, 5, lost, 4, 2, lost, 35, 3, won, 
93, 6, lost, 134, 3, won, 19, 5, lost, 
31, 5, lost, 114, 2, won, 44, 0, won, 
10, 4, lost, 128, 0, won, 37, 3, won, 
2, 1, lost, 120, 6, won, 29, 0, won, 
6, 5, lost, 30, 4, lost, 23, 0, won, 
22, 1, lost, 110, 3, won, 4, 2, lost, 
15, 2, lost, 42, 3, lost, 37, 0, won, 
8, 2, lost, 10, 6, lost, 20, 1, won, 
82, 4, lost, 125, 5, lost, 27, 0, won, 
7, 5, lost, 115, 0, won, 3, 2, lost, 
15, 6, lost, 122, 12, won, 28, 2, won, 
10, 4, lost, 3, 2, lost, 11, 7, lost, 
271, 12, lost, 57, 8, lost, 35, 0, won, 
3, 2, lost, 169, 3, won, 29, 3, won, 
144, 4, lost, 84, 3, lost, 33, 8, won, 
5, 4, lost, 5, 2, lost, 7, 2, lost, 
99, 9, lost, 124, 1, won, 31, 1, won, 
61, 9, lost, 118, 0, won, 27, 2, won, 
27, 3, lost, 2, 1, lost, 22, 0, won, 
3, 2, lost, 112, 3, won, 22, 0, won, 
261, 3, lost, 111, 2, lost, 16, 2, lost, 
3, 1, lost, 28, 4, lost, 33, 0, won, 
186, 2, lost, 3, 2, lost, 35, 3, won, 
3, 2, lost, 104, 4, won, 4, 3, lost, 
4, 3, lost, 2, 1, lost, 25, 0, won, 
29, 9, lost, 13, 4, lost, 7, 3, lost, 
67, 7, lost, 2, 1, lost, 31, 2, won, 
7, 5, lost, 2, 1, lost, 30, 0, won, 
2, 1, lost, 49, 4, lost, 37, 0, won, 
177, 5, lost, 123, 2, lost, 30, 3, won, 
47, 6, lost, 122, 5, won, 5, 1, lost, 
122, 8, lost, 3, 2, lost, 39, 9, won, 
3, 2, lost, 40, 4, lost, 25, 0, won, 
6, 2, lost, 117, 3, won, 33, 3, won, 
46, 4, lost, 92, 1, lost, 28, 0, won, 
56, 3, lost, 109, 3, lost, 26, 4, won, 
3, 2, lost, 126, 0, won, 34, 0, won, 
6, 5, lost, 2, 1, lost, 26, 1, won, 
4, 1, lost, 109, 0, won, 31, 1, won, 
2, 1, lost, 6, 3, lost, 25, 0, won, 
3, 2, lost, 5, 4, lost, 3, 2, lost, 
23, 6, lost, 121, 3, won, 27, 4, lost, 
11, 10, lost, 61, 4, lost, 26, 0, won, 
3, 2, lost, 4, 2, lost, 30, 0, won, 
11, 5, lost, 124, 0, won, 29, 2, won, 
2, 1, lost, 127, 0, won, 30, 0, won, 
258, 3, lost, 126, 4, lost, 23, 1, won, 
44, 8, lost, 107, 9, won, 20, 3, lost, 
30, 3, lost, 126, 1, won, 28, 0, won, 
91, 4, lost, 101, 2, lost, 21, 0, won, 
4, 3, lost, 17, 4, lost, 41, 0, won, 
9, 6, lost, 115, 2, won, 28, 0, won, 
10, 7, lost, 7, 3, lost, 22, 1, lost, 
13, 3, lost, 125, 1, won, 30, 0, won, 
23, 4, lost, 5, 2, lost, 21, 2, lost, 
4, 3, lost, 138, 2, won, 19, 1, won, 
133, 6, lost, 5, 2, lost, 27, 0, won, 
39, 3, lost, 49, 2, lost, 22, 0, won, 
14, 8, lost, 44, 3, lost, 2, 1, lost, 
231, 2, lost, 93, 2, lost, 24, 1, lost, 
309, 6, won, 131, 3, won, 6, 4, lost, 
225, 21, lost, 2, 1, lost, 2, 1, lost, 
21, 4, lost, 2, 1, lost, 4, 1, lost, 
2, 1, lost, 117, 2, won, 21, 0, won, 
2, 1, lost, 103, 2, won, 2, 1, lost, 
199, 20, lost, 32, 1, lost, 30, 1, won, 
31, 5, lost, 112, 1, won, 22, 2, lost, 
15, 3, lost, 123, 0, won, 36, 10, won, 
17, 4, lost, 119, 0, won, 33, 1, won, 
3, 2, lost, 112, 1, won, 2, 1, lost, 
147, 2, lost, 110, 3, lost, 21, 1, won, 
8, 2, lost, 94, 2, won, 29, 6, lost, 
5, 4, lost, 7, 3, lost, 20, 1, won, 
136, 9, lost, 120, 3, won, 2, 1, lost, 
3, 2, lost, 117, 5, won, 33, 2, won, 
2, 1, lost, 109, 2, won, 31, 3, won, 
2, 1, lost, 121, 1, won, 35, 0, won, 
169, 3, lost, 17, 3, lost, 3, 2, lost, 
7, 2, lost, 114, 3, lost, 29, 1, won, 
4, 3, lost, 21, 8, lost, 24, 1, won, 
2, 1, lost, 9, 6, lost, 11, 3, lost, 
96, 4, lost, 7, 4, lost, 10, 2, lost, 
6, 4, lost, 138, 0, won, 3, 2, lost, 
2, 1, lost, 93, 2, lost, 26, 2, lost, 
64, 3, lost, 24, 6, lost, 22, 0, won, 
254, 4, lost, 118, 1, won, 32, 3, won, 
4, 3, lost, 139, 0, won, 3, 2, lost, 
2, 1, lost, 78, 2, lost, 9, 4, lost, 
5, 3, lost, 111, 1, won, 30, 0, won, 
34, 2, lost, 12, 9, lost, 28, 0, won, 
130, 4, lost, 123, 3, won, 23, 1, won, 
2, 1, lost, 2, 1, lost, 23, 0, won, 
15, 4, lost, 9, 2, lost, 39, 0, won, 
5, 3, lost, 41, 5, lost, 23, 2, won, 
128, 4, lost, 92, 3, lost, 29, 2, lost, 
220, 3, lost, 117, 2, won, 35, 2, won, 
75, 9, lost, 2, 1, lost, 14, 0, won, 
97, 4, lost, 4, 3, lost, 29, 0, won, 
2, 1, lost, 87, 4, lost, 31, 0, won, 
2, 1, lost, 109, 2, lost, 12, 2, lost, 
4, 3, lost, 105, 4, lost, 25, 0, won, 
4, 3, lost, 85, 5, lost, 25, 3, won, 
2, 1, lost, 2, 1, lost, 29, 2, won, 
9, 5, lost, 134, 3, won, 34, 0, won, 
4, 3, lost, 6, 2, lost, 38, 0, won, 
4, 3, lost, 132, 0, won, 26, 4, won, 
5, 4, lost, 4, 2, lost, 33, 0, won, 
5, 4, lost, 121, 1, lost, 33, 2, won, 
274, 4, lost, 155, 0, won, 40, 6, won, 
2, 1, lost, 148, 5, won, 26, 3, won, 
3, 2, lost, 3, 2, lost, 31, 0, won, 
3, 2, lost, 113, 3, lost, 31, 0, won, 
5, 4, lost, 143, 0, won, 20, 0, won, 
2, 1, lost, 136, 5, won, 32, 0, won, 
274, 7, lost, 114, 1, won, 34, 2, won, 
7, 6, lost, 6, 5, lost, 26, 1, won, 
97, 4, lost, 45, 5, lost, 33, 0, won, 
5, 2, lost, 32, 5, lost, 28, 2, won, 
8, 4, lost, 118, 0, won, 26, 3, lost, 
276, 5, lost, 123, 0, won, 26, 1, won, 
5, 4, lost, 121, 3, lost, 5, 4, lost, 
5, 2, lost, 2, 1, lost, 2, 1, lost, 
6, 3, lost, 10, 4, lost, 29, 0, won, 
201, 9, lost, 141, 2, won, 3, 2, lost, 
209, 4, lost, 2, 1, lost, 34, 2, won, 
177, 3, lost, 16, 4, lost, 27, 2, won, 
6, 5, lost, 26, 4, lost, 29, 1, won, 
2, 1, lost, 3, 2, lost, 35, 0, won, 
11, 5, lost, 2, 1, lost, 6, 5, lost, 
20, 3, lost, 124, 2, won, 33, 0, won, 
9, 1, lost, 121, 2, won, 21, 3, won, 
142, 5, lost, 125, 2, won, 25, 0, won, 
11, 3, lost, 150, 7, lost, 10, 5, lost, 
6, 1, lost, 122, 0, won, 30, 0, won, 
8, 7, lost, 18, 1, lost, 24, 4, won, 
210, 5, lost, 132, 0, won, 20, 0, won, 
88, 2, lost, 4, 3, lost, 33, 4, won, 
127, 7, lost, 141, 0, won, 22, 3, lost, 
48, 7, lost, 4, 2, lost, 36, 3, won, 
50, 3, lost, 112, 0, won, 2, 1, lost, 
3, 2, lost, 126, 1, won, 33, 2, won, 
196, 1, lost, 120, 0, won, 22, 2, won, 
270, 9, lost, 109, 3, lost, 29, 0, won, 
40, 4, lost, 112, 3, lost, 13, 3, lost, 
2, 1, lost, 9, 4, lost, 34, 3, won, 
30, 5, lost, 128, 4, won, 26, 3, lost, 
9, 3, lost, 111, 5, won, 26, 1, won, 
33, 3, lost, 3, 2, lost, 21, 2, won, 
12, 2, lost, 2, 1, lost, 22, 1, won, 
2, 1, lost, 3, 2, lost, 31, 2, won, 
37, 5, lost, 39, 4, lost, 29, 1, won, 
6, 1, lost, 2, 1, lost, 28, 0, won, 
3, 2, lost, 120, 3, won, 35, 0, won, 
2, 1, lost, 129, 7, won, 27, 8, lost, 
27, 4, lost, 123, 2, won, 24, 0, won, 
3, 2, lost, 16, 6, lost, 27, 0, won, 
7, 6, lost, 99, 1, won, 28, 0, won, 
2, 1, lost, 4, 2, lost, 28, 2, won, 
2, 1, lost, 103, 3, lost, 2, 1, lost, 
17, 4, lost, 144, 7, won, 19, 0, won, 
22, 3, lost, 95, 1, won, 22, 0, won, 
92, 3, lost, 2, 1, lost, 26, 0, won, 
220, 6, lost, 3, 2, lost, 42, 3, won, 
2, 1, lost, 90, 3, lost, 31, 0, won, 
2, 1, lost, 104, 1, won, 32, 1, won, 
263, 5, lost, 117, 1, won, 31, 0, won, 
2, 1, lost, 103, 2, won, 19, 1, won, 
12, 4, lost, 52, 2, lost, 35, 3, won, 
3, 2, lost, 127, 3, won, 24, 1, won, 
4, 3, lost, 123, 4, lost, 17, 1, lost, 
175, 5, lost, 6, 3, lost, 35, 0, won, 
152, 2, lost, 108, 1, won, 19, 0, won, 
8, 2, lost, 121, 4, won, 17, 2, won, 
4, 3, lost, 116, 1, lost, 35, 0, won, 
157, 8, lost, 6, 2, lost, 31, 0, won, 
6, 5, lost, 3, 2, lost, 33, 2, won, 
3, 2, lost, 83, 3, lost, 31, 0, won, 
11, 2, lost, 122, 2, won, 24, 6, lost, 
6, 5, lost, 96, 2, won, 30, 2, won, 
79, 2, lost, 84, 4, lost, 26, 2, won, 
80, 9, lost, 106, 3, lost, 25, 1, won, 
2, 1, lost, 79, 4, won, 25, 3, won, 
18, 4, lost, 2, 1, lost, 29, 0, won, 
144, 2, lost, 2, 1, lost, 27, 2, won, 
85, 7, lost, 2, 1, lost, 22, 0, won, 
59, 4, lost, 126, 7, lost, 27, 2, won, 
26, 4, lost, 106, 1, lost, 16, 1, won, 
2, 1, lost, 38, 2, lost, 24, 3, won, 
14, 6, lost, 145, 0, won, 34, 3, won, 
6, 5, lost, 2, 1, lost, 34, 0, won, 
6, 5, lost, 148, 3, won, 32, 0, won, 
295, 4, lost, 111, 2, won, 5, 4, lost, 
6, 5, lost, 90, 7, won, 2, 1, lost, 
3, 2, lost, 138, 3, won, 31, 1, won, 
61, 5, lost, 89, 4, lost, 39, 0, won, 
12, 4, lost, 49, 4, lost, 33, 0, won, 
187, 14, lost, 121, 6, lost, 24, 0, won, 
5, 4, lost, 123, 2, won, 18, 2, won, 
234, 4, lost, 92, 3, lost, 6, 2, lost, 
11, 6, lost, 123, 2, won, 32, 2, won, 
48, 2, lost, 125, 3, won, 2, 1, lost, 
5, 2, lost, 37, 4, lost, 39, 0, won, 
4, 2, lost, 148, 1, won, 16, 2, won, 
7, 6, lost, 145, 3, won, 39, 0, won, 
11, 8, lost, 133, 4, lost, 27, 1, won, 
32, 2, lost, 109, 3, lost, 21, 0, won, 
4, 3, lost, 3, 2, lost, 23, 2, won, 
43, 5, lost, 136, 3, won, 27, 1, won, 
12, 8, lost, 114, 5, won, 7, 3, lost, 
45, 5, lost, 123, 15, won, 28, 1, won, 
2, 1, lost, 117, 7, won, 24, 2, won, 
193, 8, lost, 2, 1, lost, 17, 0, won, 
7, 2, lost, 124, 4, lost, 25, 2, won, 
2, 1, lost, 14, 4, lost, 30, 2, won, 
10, 6, lost, 124, 3, won, 21, 0, won, 
8, 4, lost, 125, 1, won, 24, 0, won, 
13, 6, lost, 98, 1, lost, 32, 2, won, 
3, 2, lost, 125, 3, won, 18, 2, won, 
4, 1, lost, 112, 4, won, 30, 3, won, 
5, 4, lost, 10, 6, lost, 28, 3, won, 
8, 1, lost, 116, 2, won, 19, 3, lost, 
131, 4, lost, 106, 0, won, 36, 0, won, 
11, 3, lost, 74, 6, lost, 30, 0, won, 
83, 4, lost, 113, 1, won, 2, 1, lost, 
5, 4, lost, 118, 4, lost, 33, 2, won, 
2, 1, lost, 98, 2, won, 24, 4, won, 
4, 1, lost, 130, 2, won, 21, 3, won, 
2, 1, lost, 4, 3, lost, 28, 2, won, 
2, 1, lost, 118, 3, won, 32, 2, won, 
4, 2, lost, 27, 5, lost, 19, 3, lost, 
14, 2, lost, 98, 4, lost, 2, 1, lost, 
112, 8, lost, 100, 2, won, 37, 1, won, 
3, 2, lost, 78, 5, lost, 22, 1, won, 
239, 4, lost, 132, 0, won, 36, 2, won, 
7, 5, lost, 107, 1, won, 28, 1, won, 
5, 2, lost, 137, 0, won, 37, 0, won, 
3, 2, lost, 128, 3, lost, 23, 1, won, 
18, 6, lost, 122, 0, won, 30, 2, won, 
195, 10, lost, 118, 2, won, 21, 0, won, 
22, 5, lost, 105, 3, lost, 18, 0, won, 
57, 6, lost, 125, 2, won, 3, 2, lost, 
301, 8, lost, 121, 1, won, 35, 2, won, 
32, 3, lost, 5, 4, lost, 38, 7, won, 
36, 3, lost, 2, 1, lost, 25, 0, won, 
69, 9, lost, 2, 1, lost, 28, 1, won, 
6, 2, lost, 84, 4, lost, 30, 0, won, 
24, 4, lost, 107, 3, lost, 21, 2, lost, 
4, 3, lost, 112, 1, won, 29, 1, won, 
103, 6, lost, 6, 4, lost, 29, 0, won, 
149, 2, lost, 125, 2, won, 25, 0, won, 
2, 1, lost, 123, 3, won, 6, 4, lost, 
3, 2, lost, 153, 0, won, 15, 1, lost, 
139, 9, lost, 119, 4, lost, 28, 0, won, 
176, 5, lost, 6, 4, lost, 20, 1, won, 
16, 7, lost, 21, 3, lost, 4, 3, lost, 
142, 6, lost, 139, 0, won, 22, 2, won, 
3, 1, lost, 12, 5, lost, 26, 1, won, 
11, 5, lost, 82, 2, lost, 2, 1, lost, 
13, 2, lost, 5, 2, lost, 23, 0, won, 
3, 2, lost, 10, 2, lost, 26, 0, won, 
24, 3, lost, 3, 2, lost, 25, 3, won, 
128, 5, lost, 3, 2, lost, 30, 1, won, 
142, 5, lost, 6, 5, lost, 5, 4, lost, 
6, 5, lost, 112, 1, won, 29, 2, won, 
5, 4, lost, 110, 4, lost, 30, 0, won, 
5, 4, lost, 118, 4, won, 28, 1, won, 
104, 4, lost, 119, 8, lost, 33, 0, won, 
120, 4, lost, 116, 1, won, 33, 0, won, 
11, 4, lost, 103, 3, lost, 16, 0, won, 
10, 3, lost, 124, 1, won, 20, 3, lost, 
9, 1, lost, 47, 3, lost, 21, 2, won, 
160, 2, lost, 105, 1, won, 29, 2, won, 
2, 1, lost, 4, 1, lost, 17, 2, lost, 
5, 4, lost, 54, 2, lost, 36, 0, won, 
3, 2, lost, 88, 2, lost, 27, 0, won, 
37, 5, lost, 130, 2, won, 30, 2, lost, 
11, 2, lost, 123, 0, won, 33, 0, won, 
3, 2, lost, 123, 1, lost, 2, 1, lost, 
60, 2, lost, 3, 2, lost, 4, 3, lost, 
193, 12, lost, 113, 1, won, 47, 1, won, 
207, 8, lost, 102, 2, lost, 31, 2, won, 
22, 5, lost, 109, 1, won, 30, 0, won, 
279, 3, lost, 127, 2, lost, 21, 0, won, 
4, 3, lost, 9, 4, lost, 33, 2, won, 
249, 7, lost, 120, 1, won, 20, 0, won, 
3, 2, lost, 124, 1, lost, 26, 2, won, 
10, 4, lost, 90, 6, lost, 11, 4, lost, 
14, 3, lost, 16, 2, lost, 32, 3, won, 
5, 4, lost, 128, 1, won, 31, 0, won, 
6, 4, lost, 130, 3, won, 27, 1, lost, 
5, 4, lost, 128, 7, lost, 41, 0, won, 
3, 2, lost, 2, 1, lost, 38, 3, won, 
5, 4, lost, 2, 1, lost, 2, 1, lost, 
3, 2, lost, 3, 2, lost, 33, 3, won, 
40, 12, lost, 25, 4, lost, 27, 3, lost, 
12, 5, lost, 105, 3, lost, 26, 2, won, 
140, 5, lost, 109, 1, won, 26, 2, won, 
264, 4, lost, 97, 2, won, 23, 0, won, 
2, 1, lost, 126, 0, won, 27, 3, won, 
39, 3, lost, 105, 4, won, 25, 0, won, 
2, 1, lost, 118, 3, lost, 4, 3, lost, 
32, 10, lost, 134, 0, won, 34, 1, won, 
4, 3, lost, 14, 4, lost, 31, 2, won, 
157, 1, lost, 103, 2, won, 29, 1, won, 
3, 2, lost, 109, 0, won, 25, 2, won, 
8, 7, lost, 68, 6, lost, 2, 1, lost, 
183, 2, lost, 99, 2, won, 34, 2, won, 
6, 5, lost, 121, 2, won, 31, 4, won, 
117, 1, lost, 75, 4, lost, 18, 1, won, 
6, 2, lost, 132, 1, won, 28, 0, won, 
81, 1, lost, 124, 0, won, 24, 0, won, 
4, 3, lost, 76, 1, lost, 5, 4, lost, 
23, 3, lost, 122, 1, won, 34, 1, won, 
211, 4, lost, 118, 0, won, 40, 0, won, 
9, 6, lost, 110, 2, won, 36, 1, won, 
192, 3, lost, 19, 4, lost, 22, 2, won, 
19, 1, lost, 3, 2, lost, 30, 1, lost, 
2, 1, lost, 2, 1, lost, 30, 5, won, 
8, 4, lost, 109, 0, won, 45, 2, won, 
19, 3, lost, 116, 3, lost, 6, 5, lost, 
6, 3, lost, 2, 1, lost, 19, 2, lost, 
4, 2, lost, 2, 1, lost, 29, 1, won, 
2, 1, lost, 94, 4, lost, 33, 0, won, 
170, 3, lost, 3, 2, lost, 25, 2, won, 
5, 4, lost, 2, 1, lost, 19, 4, lost, 
208, 4, lost, 114, 8, won, 19, 1, won, 
206, 7, lost, 102, 0, won, 28, 0, won, 
4, 1, lost, 70, 3, lost, 27, 1, won, 
3, 2, lost, 86, 3, won, 29, 2, won, 
24, 2, lost, 109, 0, won, 24, 0, won, 
3, 2, lost, 2, 1, lost, 29, 0, won, 
57, 11, lost, 28, 5, lost, 29, 1, won, 
56, 4, lost, 100, 4, lost, 22, 0, won, 
24, 6, lost, 123, 0, won, 34, 1, won, 
97, 5, lost, 135, 4, won, 22, 1, won, 
7, 6, lost, 2, 1, lost, 24, 0, won, 
118, 3, lost, 136, 3, won, 40, 0, won, 
3, 2, lost, 11, 4, lost, 28, 0, won, 
2, 1, lost, 86, 2, lost, 33, 2, lost, 
3, 2, lost, 3, 2, lost, 23, 1, won, 
2, 1, lost, 52, 2, lost, 20, 0, won, 
2, 1, lost, 127, 2, won, 2, 1, lost, 
9, 5, lost, 132, 0, won, 32, 0, won, 
2, 1, lost, 35, 2, lost, 31, 0, won, 
134, 1, lost, 107, 4, won, 32, 1, won, 
3, 2, lost, 149, 2, won, 37, 1, won, 
5, 4, lost, 131, 3, won, 35, 3, won, 
25, 5, lost, 83, 1, won, 7, 4, lost, 
36, 4, lost, 3, 2, lost, 25, 1, won, 
259, 5, lost, 2, 1, lost, 25, 0, won, 
78, 6, lost, 137, 0, won, 42, 8, won, 
28, 3, lost, 110, 1, won, 27, 2, won, 
4, 3, lost, 119, 2, won, 11, 2, lost, 
173, 4, lost, 122, 1, won, 25, 1, won, 
5, 2, lost, 138, 1, won, 33, 1, won, 
47, 9, lost, 119, 0, won, 23, 2, lost, 
21, 5, lost, 100, 1, lost, 21, 1, won, 
7, 3, lost, 132, 3, won, 15, 0, won, 
248, 9, lost, 74, 2, lost, 9, 2, lost, 
2, 1, lost, 118, 3, lost, 35, 2, won, 
2, 1, lost, 115, 1, lost, 20, 3, lost, 
259, 6, lost, 114, 2, lost, 33, 1, won, 
19, 6, lost, 112, 2, won, 14, 0, won, 
25, 1, lost, 96, 1, won, 27, 2, won, 
5, 3, lost, 131, 1, won, 39, 2, won, 
20, 5, lost, 132, 2, won, 29, 2, won, 
2, 1, lost, 4, 1, lost, 10, 5, lost, 
284, 3, lost, 109, 4, won, 31, 0, won, 
6, 2, lost, 106, 1, lost, 33, 0, won, 
10, 3, lost, 119, 0, won, 23, 0, won, 
43, 4, lost, 2, 1, lost, 5, 4, lost, 
3, 2, lost, 111, 3, lost, 15, 4, lost, 
4, 3, lost, 94, 1, lost, 39, 0, won, 
241, 6, lost, 6, 4, lost, 29, 0, won, 
4, 3, lost, 130, 1, won, 34, 0, won, 
2, 1, lost, 124, 2, lost, 22, 0, won, 
2, 1, lost, 127, 1, won, 34, 1, won, 
9, 5, lost, 3, 2, lost, 8, 4, lost, 
2, 1, lost, 122, 0, won, 30, 0, won, 
4, 1, lost, 104, 1, lost, 19, 1, won, 
7, 5, lost, 116, 0, won, 34, 2, won, 
23, 1, lost, 96, 1, won, 26, 0, won, 
291, 8, won, 106, 4, won, 24, 1, won, 
2, 1, lost, 20, 3, lost, 2, 1, lost, 
19, 6, lost, 132, 0, won, 26, 1, won, 
2, 1, lost, 119, 0, won, 2, 1, lost, 
25, 1, lost, 2, 1, lost, 39, 1, won, 
121, 5, lost, 86, 2, lost, 32, 1, won, 
12, 4, lost, 120, 2, lost, 19, 2, lost, 
2, 1, lost, 111, 1, won, 32, 2, won, 
41, 4, lost, 110, 1, won, 31, 0, won, 
54, 4, lost, 39, 3, lost, 8, 3, lost, 
7, 2, lost, 101, 2, lost, 30, 0, won, 
33, 5, lost, 7, 5, lost, 33, 0, won, 
154, 8, lost, 18, 7, lost, 50, 0, won, 
4, 3, lost, 140, 0, won, 22, 0, won, 
24, 7, lost, 94, 2, won, 16, 1, won, 
2, 1, lost, 123, 4, won, 2, 1, lost, 
28, 5, lost, 4, 3, lost, 29, 2, won, 
20, 9, lost, 8, 7, lost, 31, 0, won, 
173, 2, lost, 113, 4, won, 26, 0, won, 
135, 8, lost, 115, 0, won, 29, 1, won, 
91, 6, lost, 105, 2, lost, 15, 0, won, 
9, 4, lost, 117, 2, lost, 23, 2, lost, 
2, 1, lost, 64, 2, lost, 32, 0, won, 
266, 6, lost, 96, 8, lost, 20, 3, won, 
2, 1, lost, 108, 2, won, 21, 1, won, 
23, 4, lost, 87, 4, lost, 26, 0, won, 
135, 8, lost, 115, 1, won, 27, 1, won, 
2, 1, lost, 2, 1, lost, 21, 1, won, 
52, 8, lost, 2, 1, lost, 22, 0, won, 
5, 4, lost, 115, 0, won, 5, 2, lost, 
36, 3, lost, 110, 1, won, 33, 2, won, 
137, 5, lost, 56, 3, lost, 24, 1, won, 
210, 9, lost, 2, 1, lost, 30, 0, won, 
178, 3, lost, 2, 1, lost, 24, 0, won, 
37, 1, lost, 2, 1, lost, 22, 1, won, 
2, 1, lost, 121, 2, won, 27, 1, won, 
5, 4, lost, 115, 6, won, 31, 1, won, 
124, 5, lost, 115, 3, won, 29, 3, won, 
44, 4, lost, 34, 6, lost, 28, 1, won, 
15, 2, lost, 104, 2, won, 19, 0, won, 
25, 2, lost, 106, 1, won, 30, 4, won, 
3, 2, lost, 3, 2, lost, 28, 2, lost, 
120, 8, lost, 113, 0, won, 31, 0, won, 
9, 5, lost, 126, 3, won, 28, 3, won, 
210, 2, lost, 95, 4, won, 3, 2, lost, 
157, 4, lost, 118, 2, lost, 33, 2, lost, 
10, 4, lost, 4, 3, lost, 42, 2, won, 
119, 5, lost, 3, 2, lost, 19, 0, won, 
138, 4, lost, 120, 2, won, 26, 0, won, 
6, 3, lost, 121, 3, won, 28, 1, won, 
4, 3, lost, 108, 2, lost, 2, 1, lost, 
2, 1, lost, 5, 4, lost, 29, 2, won, 
6, 3, lost, 108, 1, won, 33, 0, won, 
3, 2, lost, 79, 3, lost, 25, 1, won, 
3, 2, lost, 85, 7, lost, 23, 0, won, 
12, 6, lost, 99, 4, lost, 24, 1, won, 
17, 2, lost, 93, 2, won, 28, 1, won, 
9, 3, lost, 124, 0, won, 27, 0, won, 
44, 3, lost, 129, 0, won, 28, 0, won, 
4, 3, lost, 117, 4, won, 21, 2, lost, 
19, 1, lost, 6, 5, lost, 23, 1, lost, 
45, 4, lost, 109, 1, won, 24, 1, won, 
68, 3, lost, 92, 4, lost, 4, 2, lost, 
3, 2, lost, 131, 4, won, 21, 0, won, 
3, 2, lost, 2, 1, lost, 3, 2, lost, 
11, 5, lost, 119, 3, won, 30, 3, won, 
133, 5, lost, 3, 2, lost, 27, 0, won, 
4, 3, lost, 145, 5, won, 22, 0, won, 
7, 6, lost, 137, 2, lost, 36, 2, lost, 
322, 7, won, 104, 3, lost, 23, 0, won, 
3, 2, lost, 2, 1, lost, 3, 2, lost, 
15, 2, lost, 2, 1, lost, 2, 1, lost, 
167, 6, lost, 7, 2, lost, 27, 3, won, 
22, 3, lost, 135, 4, won, 31, 0, won, 
294, 1, lost, 121, 2, lost, 33, 0, won, 
4, 3, lost, 110, 3, won, 34, 3, won, 
97, 1, lost, 6, 5, lost, 42, 0, won, 
16, 10, lost, 117, 0, won, 29, 1, won, 
2, 1, lost, 133, 1, won, 26, 2, won, 
5, 3, lost, 97, 1, lost, 21, 0, won, 
116, 6, lost, 130, 1, won, 15, 2, won, 
